first_name,last_name,gender,past_3_years_bike_related_purchases,dob,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,value
Lynnell,Shoesmith,Female,44,29/01/1981,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.688
Mandie,MacAdie,Female,39,25/12/1974,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.688
Ferdinand,Billie,Male,97,04/09/1965,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.688
Suzy,Bussens,Female,44,29/04/1973,Dental Hygienist,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.688
Emeline,Vezey,Female,37,07/08/1953,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.688
Cissiee,Baylis,Female,99,22/07/1951,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.688
Roldan,Raybould,Male,27,18/11/1975,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.688
Barth,Weare,Male,18,22/08/1946,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
Alta,Pithcock,Female,64,18/11/1999,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
Marc,Keunemann,Male,57,04/09/1972,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
Bertine,Smalles,Female,85,10/12/1983,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
Wilbert,O'Loughnan,Male,14,18/05/1983,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
Seymour,Fellibrand,Male,28,11/10/1971,Structural Analysis Engineer,Financial Services,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68
Miran,Runchman,Female,47,09/07/1975,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
Dorotea,Fenwick,Female,74,12/10/1950,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.677
Jenny,Massy,Female,82,16/10/1963,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.677
Hyman,Petrolli,Male,8,09/09/1965,Senior Sales Associate,Telecommunications,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.677
Beatrix,McGivena,Female,26,18/10/1966,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.677
Nalani,Hallad,Female,15,30/11/1999,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
Inglebert,Butland,Male,71,30/01/1966,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
Brendis,Pineaux,Male,12,15/01/1978,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
Jaimie,Lancastle,Male,71,23/10/1972,VP Marketing,Manufacturing,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.672
Glendon,Malham,Male,36,21/08/1965,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.672
Morganica,Bentke,Female,40,03/01/1977,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
Calida,Schaben,Female,54,06/03/1969,Recruiting Manager,IT,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.669
Hallsy,Voysey,Male,83,11/03/1970,Business Systems Development Analyst,IT,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.669
Lanny,Currall,Male,37,23/10/1997,Developer IV,IT,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.669
Son,Varney,Male,75,02/11/1993,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.669
Bartram,Caltun,Male,28,15/09/1956,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.669
Halette,Borsi,Female,60,10/12/1961,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.669
Killie,Densie,Male,87,28/03/1997,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.664
Mandi,Adamsson,Female,40,07/04/1992,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.664
Kylila,Basezzi,Female,94,11/06/1945,Assistant Manager,Manufacturing,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.663
Yardley,Matten,Male,35,06/03/1991,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.663
Shepperd,Leonards,Male,17,14/04/1981,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.663
Hamel,Curzey,Male,11,04/04/1990,Structural Engineer,Manufacturing,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.663
Fancie,Woofendell,Female,68,17/09/1966,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.663
Zebulen,Emtage,Male,52,01/09/1963,Senior Developer,Health,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.663
Micheil,Fleote,Male,48,20/09/1975,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66
Cecily,Faircley,Female,42,12/06/1947,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66
Glory,Chilcott,Female,49,09/09/1939,Financial Analyst,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.659
Sinclair,Wark,Male,68,21/02/1974,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.659
Tomaso,Horsley,Male,97,16/04/2001,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.659
Gilli,Christophers,Female,70,02/03/1948,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.656
Errick,Burgin,Male,87,19/08/1998,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.656
Damian,Renard,Male,43,19/07/1976,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.656
Agnola,Batterson,Female,86,03/01/1980,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.654
Riki,Wandtke,Female,25,12/05/1962,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.651
Mikol,Eck,Male,99,25/07/1975,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.651
Phyllis,Wibberley,Female,7,10/01/1971,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65
Burt,Vasechkin,Male,33,15/04/1950,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648
Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648
Trudie,Phinnessy,Female,45,04/07/1960,Social Worker,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648
Frederigo,Cribbott,Male,35,15/03/1965,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646
Glenda,Eliet,Female,87,17/06/1974,Quality Control Specialist,Health,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64
Darb,Eliet,Male,80,04/06/1969,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
Cal,Van den Velde,Male,22,18/03/1996,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64
Stephani,Sidsaff,Female,32,29/09/1973,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64
Meade,Bampton,Male,69,25/04/1982,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64
Flore,Cashen,Female,79,21/06/1978,Teacher,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.638
Leighton,Firbanks,Male,51,22/12/1973,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.638
Petr,Westman,Male,5,02/11/1987,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.638
Yorgos,Dewhurst,Male,6,09/09/1950,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.638
Simmonds,Bapty,Male,52,04/01/2002,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.638
Hagen,MacCarter,Male,93,08/02/1983,Research Assistant IV,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.638
Cazzie,Stanwix,Male,37,01/10/1960,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.638
Geoff,Gwillym,Male,89,22/02/1999,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.638
Simonette,Gwillym,Female,4,06/04/1990,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.638
Deirdre,Sturgeon,Female,11,22/12/1965,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.638
Andrea,Pendle,Female,86,05/08/1938,Librarian,Retail,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.638
Juliann,Siemantel,Female,86,15/12/1947,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.638
Janaye,Eade,Female,23,13/12/1984,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.638
Dylan,Stranio,Male,47,02/04/1953,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63
Mel,Rochford,Female,11,23/07/1989,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.627
Elvin,Trayhorn,Male,46,02/06/1993,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.627
Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.627
Sonni,Milligan,Female,73,05/03/1988,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.627
Kellina,Haygreen,Female,38,19/01/1966,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625
Yuma,Dennick,Male,40,10/11/1972,Budget/Accounting Analyst III,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625
Ashleigh,Dennick,Female,46,05/04/1996,Budget/Accounting Analyst III,Manufacturing,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.624
Therese,Brotherhood,Female,30,28/07/1981,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.624
Pansie,Beccero,Female,35,07/07/1964,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.62
Reinaldos,Simmig,Male,55,15/01/1955,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.62
Calhoun,Mussington,Male,98,13/10/1992,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.62
Winn,Wells,Male,66,12/04/1994,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62
Rafi,Brettelle,Male,89,12/08/1956,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.616
Fey,Brettelle,Female,48,04/09/1957,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.616
Verne,Loalday,Male,1,20/03/1982,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.612
Eleonora,Wiszniewski,Female,49,23/04/1980,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.612
Fayre,Brannigan,Female,32,13/10/1992,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.612
Eachelle,Noirel,Female,93,26/01/1974,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612
Carl,Troyes,Male,4,12/03/1973,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612
Cordie,Brankley,Female,79,21/09/1954,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.611
Jackie,Pays,Male,21,09/11/1955,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.606
Carroll,Schlagman,Female,61,25/08/1951,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.603
Frans,Idale,Male,1,03/10/1969,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.603
Amara,Clow,Female,47,17/11/1966,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6
Anthony,Morison,Male,7,08/06/1938,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6
Cherye,Stanfield,Female,0,05/07/1981,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6
Ansell,Tolhurst,Male,77,11/08/1949,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6
Erminie,Rabidge,Female,64,09/03/1982,Account Executive,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.598
Rosene,Beckey,Female,25,21/05/1974,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.598
Darlleen,Shalcras,Female,77,14/09/1980,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.598
Bryon,Goundry,Male,79,05/02/1951,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.595
Sherwin,Minocchi,Male,71,13/07/1947,Project Manager,Manufacturing,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.595
Luci,Dyter,Female,12,30/05/1952,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.595
Sloan,Pudney,Male,83,10/11/1964,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.595
Otes,Elegood,Male,67,25/11/1940,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595
Davie,Blay,Male,94,19/12/1985,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595
Dorolice,Osmon,Female,46,15/01/1961,Safety Technician IV,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.587
Meade,McReedy,Female,94,23/11/1968,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.587
Rikki,Chaffey,Male,69,11/06/1945,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.587
Adria,Van den Velde,Female,39,10/07/1978,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.587
Dmitri,Van den Velde,Male,72,06/02/1991,Help Desk Operator,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.587
Maddalena,Hencke,Female,61,09/12/1952,Help Desk Operator,Financial Services,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.587
Rand,Winchcum,Male,34,10/04/2000,Software Consultant,Financial Services,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.587
Rowen,Sollas,Male,38,23/04/1960,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.586
Boothe,Hayselden,Male,42,18/05/1940,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.586
Noak,Sleany,Male,1,04/05/1965,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.586
Callean,Wass,Male,65,15/12/1988,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584
Keelby,Sudlow,Male,96,01/09/1988,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584
Rodrique,Vernon,Male,70,06/08/1978,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584
Brod,Attrey,Male,46,05/11/1966,Budget/Accounting Analyst III,Manufacturing,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584
Manny,Mandy,Male,36,28/01/1977,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584
Becky,Lassen,Female,11,11/05/1973,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584
Tessa,Heakey,Female,43,31/05/1971,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584
Herbert,Henryson,Male,21,10/10/1995,Marketing Manager,Financial Services,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584
Cristie,Bence,Female,49,17/04/2000,Automation Specialist II,Financial Services,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58
Renate,Whyte,Female,60,08/12/1963,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58
Toma,Woolforde,Female,67,09/03/1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.578
Dorie,Dunleavy,Female,24,05/05/1962,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.578
Ellie,Toope,Female,29,11/08/1973,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.575
Leonora,Swetenham,Female,66,05/10/1967,Nuclear Power Engineer,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.575
Teodor,Mullinder,Male,56,26/08/1962,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.575
Jared,Fendlow,Male,79,25/08/1963,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.575
Porty,Hansed,U,88,,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.575
Andy,Deeming,Male,79,09/01/1979,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.575
Monty,Thomazin,Male,7,16/09/1951,Quality Engineer,Manufacturing,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.574
Briano,Janowski,Male,66,17/07/1994,Analyst Programmer,Manufacturing,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.574
Ginger,Janowski,Male,94,19/02/1939,Human Resources Manager,Manufacturing,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.571
Logan,Colomb,Male,74,01/01/1948,Recruiter,Manufacturing,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.571
Nichols,Devinn,Male,47,29/09/1979,Recruiter,Manufacturing,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57
Catha,Davitt,Female,79,16/04/1958,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.57
Melosa,McOwan,Female,25,17/04/2001,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.57
Maris,Leete,Female,21,14/04/1973,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.563
Wilburt,Padden,Male,22,30/09/1994,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.563
Rosabelle,Godsmark,Female,60,19/10/1995,Executive Secretary,Manufacturing,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.563
Guilbert,Bearns,Male,42,29/10/1982,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.563
Meridith,Urwin,Female,62,07/03/1997,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.563
Leeland,Urwin,Male,66,24/01/1957,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.563
Gerta,Porrett,Female,46,13/11/1959,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.562
Karrah,Howell,Female,63,07/11/1956,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.562
Alick,Baise,Male,62,16/08/1998,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.562
Casandra,Betteridge,Female,29,10/09/1942,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561
Maurine,Clee,Female,45,13/09/1980,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561
Darwin,Bumpas,Male,24,27/12/1978,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56
Hayes,Daveren,Male,32,27/03/1953,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56
Piper,Issacov,Female,67,08/11/1939,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56
Markus,Pendrey,Male,88,01/08/1959,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.558
Sile,Zappel,Female,47,29/03/1958,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.558
Craggy,Happel,Male,37,10/02/1979,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.558
Egor,Mariette,Male,42,26/11/1980,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.552
Reinald,Bembrigg,Male,54,21/08/1953,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.552
Kissie,Line,Female,2,20/05/2000,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.552
Quentin,Gerleit,Female,32,15/09/1990,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55
Karoly,Burgoine,Male,57,06/04/1947,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55
Clarine,Piecha,Female,99,07/12/1964,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55
Mycah,Beaston,Male,11,31/07/1961,Environmental Specialist,Health,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55
Clemmie,Bartoszewicz,Female,87,28/07/1958,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55
Randall,Mason,Male,95,28/07/1974,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544
Donica,Humby,Female,47,01/06/1967,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.542
Lotty,Loach,Female,76,23/08/1961,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.542
Marie-jeanne,Breawood,Female,37,12/10/1953,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.542
Babara,Sissel,Female,50,08/06/1974,Programmer Analyst II,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.542
Rodolphe,Glenton,Male,88,28/09/1974,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.542
